id,titulo,autor,genero,anio_publicacion,editorial,idioma,paginas,disponible,cliente_prestamo,fecha_prestamo,fecha_limite
42202,Libro 42202,Autor 3759,Infantil,1963,HarperCollins,Italiano,458,,,,
42203,Libro 42203,Autor 3827,Ficción,1970,Planeta,Español,688,,,,
42204,Libro 42204,Autor 1182,No ficción,1992,Penguin,Francés,568,,,,
42205,Libro 42205,Autor 4275,Terror,1993,Penguin,Español,602,,,,
42206,Libro 42206,Autor 3328,Terror,1991,Penguin,Español,750,,,,
42207,Libro 42207,Autor 1004,Misterio,1976,Salamandra,Español,901,,,,
42208,Libro 42208,Autor 1040,Historia,1982,Penguin,Alemán,978,,,,
42209,Libro 42209,Autor 255,Infantil,1980,Alfaguara,Alemán,968,,,,
42210,Libro 42210,Autor 1355,Fantasía,1965,Salamandra,Español,730,,,,
42211,Libro 42211,Autor 1666,Ciencia,1956,Alfaguara,Francés,706,,,,
42212,Libro 42212,Autor 1916,Historia,1965,HarperCollins,Inglés,924,,,,
42213,Libro 42213,Autor 4520,No ficción,1995,Planeta,Español,374,,,,
42214,Libro 42214,Autor 4341,Misterio,1953,Planeta,Italiano,379,,,,
42215,Libro 42215,Autor 4479,Ciencia,1952,Alfaguara,Inglés,423,,,,
42216,Libro 42216,Autor 252,Infantil,1968,Salamandra,Italiano,130,,,,
42217,Libro 42217,Autor 2677,Historia,1978,Penguin,Alemán,590,,,,
42218,Libro 42218,Autor 4988,Romance,2014,Salamandra,Inglés,565,,,,
42219,Libro 42219,Autor 346,Ficción,1970,HarperCollins,Inglés,656,,,,
42220,Libro 42220,Autor 4710,Terror,2004,Planeta,Francés,877,,,,
42221,Libro 42221,Autor 2934,Ciencia,1960,HarperCollins,Italiano,576,,,,
42222,Libro 42222,Autor 4488,Ciencia,1985,Planeta,Italiano,135,,,,
42223,Libro 42223,Autor 3368,Fantasía,1988,Salamandra,Francés,470,,,,
42224,Libro 42224,Autor 1351,Ficción,1999,Alfaguara,Alemán,254,,,,
42225,Libro 42225,Autor 1382,Ciencia,1977,Planeta,Italiano,525,,,,
42226,Libro 42226,Autor 2438,Historia,1969,Penguin,Francés,608,,,,
42227,Libro 42227,Autor 2929,No ficción,1988,Salamandra,Español,287,,,,
42228,Libro 42228,Autor 2942,Misterio,1974,Penguin,Italiano,851,,,,
42229,Libro 42229,Autor 3489,Historia,1995,Penguin,Inglés,941,,,,
42230,Libro 42230,Autor 1447,Ficción,2021,Anagrama,Inglés,712,,,,
42231,Libro 42231,Autor 2961,Ciencia,1981,Alfaguara,Italiano,819,,,,
42232,Libro 42232,Autor 2031,Infantil,2012,Penguin,Alemán,959,,,,
42233,Libro 42233,Autor 2147,Ciencia,1993,Planeta,Inglés,186,,,,
42234,Libro 42234,Autor 461,Misterio,1990,Penguin,Inglés,282,,,,
42235,Libro 42235,Autor 909,Misterio,1958,Alfaguara,Francés,388,,,,
42236,Libro 42236,Autor 1406,Ficción,1987,Planeta,Inglés,106,,,,
42237,Libro 42237,Autor 2107,No ficción,1986,Alfaguara,Alemán,670,,,,
42238,Libro 42238,Autor 238,Misterio,1991,Alfaguara,Español,938,,,,
42239,Libro 42239,Autor 2941,No ficción,1972,Anagrama,Francés,378,,,,
42240,Libro 42240,Autor 153,No ficción,2024,Penguin,Inglés,683,,,,
42241,Libro 42241,Autor 3343,Historia,1965,Planeta,Francés,859,,,,
42242,Libro 42242,Autor 3398,Romance,1988,HarperCollins,Italiano,125,,,,
42243,Libro 42243,Autor 990,Misterio,2003,Anagrama,Francés,585,,,,
42244,Libro 42244,Autor 470,Romance,1976,Salamandra,Alemán,115,,,,
42245,Libro 42245,Autor 3468,Historia,1995,Penguin,Alemán,416,,,,
42246,Libro 42246,Autor 4840,Ciencia,2023,Anagrama,Italiano,326,,,,
42247,Libro 42247,Autor 1841,Infantil,1995,HarperCollins,Inglés,899,,,,
42248,Libro 42248,Autor 3485,Infantil,1969,Salamandra,Inglés,643,,,,
42249,Libro 42249,Autor 1954,No ficción,1994,Planeta,Inglés,188,,,,
42250,Libro 42250,Autor 3502,Ficción,1981,Anagrama,Italiano,310,,,,
42251,Libro 42251,Autor 3257,Romance,1981,Alfaguara,Español,159,,,,
42252,Libro 42252,Autor 138,Ciencia,1998,Penguin,Italiano,845,,,,
42253,Libro 42253,Autor 2001,Misterio,1996,Penguin,Español,763,,,,
42254,Libro 42254,Autor 4037,Infantil,1989,Planeta,Inglés,655,,,,
42255,Libro 42255,Autor 2331,Romance,1954,Salamandra,Alemán,795,,,,
42256,Libro 42256,Autor 3128,Misterio,2011,Planeta,Francés,191,,,,
42257,Libro 42257,Autor 1813,Infantil,1958,Penguin,Alemán,167,,,,
42258,Libro 42258,Autor 4539,Fantasía,2020,HarperCollins,Francés,156,,,,
42259,Libro 42259,Autor 1858,Ciencia,1967,Anagrama,Inglés,505,,,,
42260,Libro 42260,Autor 1789,No ficción,1995,Salamandra,Italiano,819,,,,
42261,Libro 42261,Autor 1060,Infantil,1950,Penguin,Francés,494,,,,
42262,Libro 42262,Autor 4724,Romance,1955,Planeta,Francés,421,,,,
42263,Libro 42263,Autor 2732,Romance,1970,Penguin,Español,911,,,,
42264,Libro 42264,Autor 2234,Ciencia,1984,Alfaguara,Alemán,965,,,,
42265,Libro 42265,Autor 4885,No ficción,2007,Alfaguara,Francés,710,,,,
42266,Libro 42266,Autor 3877,Terror,1998,Penguin,Francés,816,,,,
42267,Libro 42267,Autor 983,Misterio,1963,Salamandra,Español,634,,,,
42268,Libro 42268,Autor 1456,Ciencia,2017,Salamandra,Francés,564,,,,
42269,Libro 42269,Autor 477,Fantasía,1955,Anagrama,Inglés,438,,,,
42270,Libro 42270,Autor 4673,Ficción,1969,Alfaguara,Inglés,812,,,,
42271,Libro 42271,Autor 671,No ficción,1972,HarperCollins,Inglés,803,,,,
42272,Libro 42272,Autor 4090,Terror,1963,HarperCollins,Inglés,911,,,,
42273,Libro 42273,Autor 3224,Ciencia,2000,Planeta,Alemán,891,,,,
42274,Libro 42274,Autor 3356,Romance,1951,Planeta,Español,482,,,,
42275,Libro 42275,Autor 2027,Romance,1998,Penguin,Italiano,998,,,,
42276,Libro 42276,Autor 4193,Fantasía,1956,Alfaguara,Francés,609,,,,
42277,Libro 42277,Autor 4787,Romance,1999,HarperCollins,Italiano,314,,,,
42278,Libro 42278,Autor 977,No ficción,1963,Alfaguara,Español,578,,,,
42279,Libro 42279,Autor 4490,No ficción,1969,Penguin,Inglés,684,,,,
42280,Libro 42280,Autor 2132,Historia,1962,Salamandra,Alemán,500,,,,
42281,Libro 42281,Autor 733,Romance,2006,Alfaguara,Francés,403,,,,
42282,Libro 42282,Autor 4359,No ficción,1998,Anagrama,Italiano,896,,,,
42283,Libro 42283,Autor 1528,Historia,2020,Alfaguara,Italiano,584,,,,
42284,Libro 42284,Autor 2253,Romance,2016,Planeta,Alemán,538,,,,
42285,Libro 42285,Autor 2402,Ciencia,1954,Salamandra,Italiano,596,,,,
42286,Libro 42286,Autor 4438,Romance,2002,Penguin,Alemán,856,,,,
42287,Libro 42287,Autor 3339,No ficción,2001,HarperCollins,Alemán,875,,,,
42288,Libro 42288,Autor 1576,Ficción,1995,Anagrama,Español,299,,,,
42289,Libro 42289,Autor 2212,Misterio,2008,Salamandra,Francés,174,,,,
42290,Libro 42290,Autor 4428,Romance,1958,HarperCollins,Francés,876,,,,
42291,Libro 42291,Autor 1380,Terror,2002,Planeta,Alemán,605,,,,
42292,Libro 42292,Autor 1958,Romance,1964,Salamandra,Francés,878,,,,
42293,Libro 42293,Autor 3461,No ficción,1953,Anagrama,Alemán,294,,,,
42294,Libro 42294,Autor 838,Ficción,1983,Planeta,Francés,694,,,,
42295,Libro 42295,Autor 3185,Infantil,2011,Planeta,Italiano,659,,,,
42296,Libro 42296,Autor 1105,Infantil,2001,Alfaguara,Alemán,965,,,,
42297,Libro 42297,Autor 3820,Ciencia,1985,Anagrama,Español,613,,,,
42298,Libro 42298,Autor 338,Misterio,2007,Salamandra,Español,511,,,,
42299,Libro 42299,Autor 4716,Infantil,2020,Anagrama,Inglés,734,,,,
42300,Libro 42300,Autor 814,Terror,1995,HarperCollins,Inglés,119,,,,
42301,Libro 42301,Autor 4666,Ficción,1986,Planeta,Italiano,818,,,,
42302,Libro 42302,Autor 2555,Ciencia,2015,Penguin,Inglés,366,,,,
42303,Libro 42303,Autor 4129,Fantasía,1990,Anagrama,Alemán,829,,,,
42304,Libro 42304,Autor 3685,Ciencia,1977,Penguin,Alemán,600,,,,
42305,Libro 42305,Autor 4478,Romance,2003,Anagrama,Italiano,885,,,,
42306,Libro 42306,Autor 4717,Misterio,1979,Salamandra,Alemán,856,,,,
42307,Libro 42307,Autor 2425,No ficción,1980,HarperCollins,Italiano,293,,,,
42308,Libro 42308,Autor 1372,Ficción,1957,Penguin,Italiano,770,,,,
42309,Libro 42309,Autor 932,Fantasía,2020,Anagrama,Inglés,249,,,,
42310,Libro 42310,Autor 2019,Terror,1997,Planeta,Español,416,,,,
42311,Libro 42311,Autor 669,Terror,2007,HarperCollins,Italiano,224,,,,
42312,Libro 42312,Autor 2482,Ficción,1953,Planeta,Alemán,761,,,,
42313,Libro 42313,Autor 4898,Ciencia,1967,Penguin,Francés,813,,,,
42314,Libro 42314,Autor 3875,Misterio,1971,HarperCollins,Francés,348,,,,
42315,Libro 42315,Autor 2592,Fantasía,1976,Planeta,Italiano,223,,,,
42316,Libro 42316,Autor 3974,Historia,1981,Alfaguara,Inglés,841,,,,
42317,Libro 42317,Autor 2900,No ficción,2020,Penguin,Alemán,917,,,,
42318,Libro 42318,Autor 3058,Historia,1989,Planeta,Inglés,740,,,,
42319,Libro 42319,Autor 4641,Fantasía,2010,Alfaguara,Francés,229,,,,
42320,Libro 42320,Autor 1531,No ficción,2023,Anagrama,Español,613,,,,
42321,Libro 42321,Autor 4746,Ficción,1985,Alfaguara,Alemán,810,,,,
42322,Libro 42322,Autor 2612,Infantil,1959,Alfaguara,Italiano,742,,,,
42323,Libro 42323,Autor 2851,Infantil,2020,Alfaguara,Inglés,206,,,,
42324,Libro 42324,Autor 1232,Romance,1952,Penguin,Español,377,,,,
42325,Libro 42325,Autor 2901,Misterio,2012,HarperCollins,Italiano,662,,,,
42326,Libro 42326,Autor 2025,Ficción,1959,Alfaguara,Francés,282,,,,
42327,Libro 42327,Autor 2374,Romance,1970,Penguin,Alemán,505,,,,
42328,Libro 42328,Autor 3405,No ficción,1987,Anagrama,Francés,632,,,,
42329,Libro 42329,Autor 3296,Ciencia,1969,Penguin,Italiano,843,,,,
42330,Libro 42330,Autor 3982,Romance,1964,HarperCollins,Inglés,135,,,,
42331,Libro 42331,Autor 105,Historia,1970,Alfaguara,Alemán,691,,,,
42332,Libro 42332,Autor 3417,Fantasía,1968,Alfaguara,Español,661,,,,
42333,Libro 42333,Autor 670,Terror,1957,Salamandra,Inglés,159,,,,
42334,Libro 42334,Autor 1649,Infantil,1991,Salamandra,Alemán,399,,,,
42335,Libro 42335,Autor 3124,Infantil,1971,Planeta,Alemán,202,,,,
42336,Libro 42336,Autor 1938,Ficción,1966,Planeta,Francés,602,,,,
42337,Libro 42337,Autor 2930,Ficción,1961,Penguin,Inglés,281,,,,
42338,Libro 42338,Autor 1981,Romance,2012,Alfaguara,Español,441,,,,
42339,Libro 42339,Autor 474,Ficción,2021,Anagrama,Inglés,134,,,,
42340,Libro 42340,Autor 3820,No ficción,2008,Anagrama,Inglés,583,,,,
42341,Libro 42341,Autor 972,Historia,1997,Penguin,Italiano,733,,,,
42342,Libro 42342,Autor 491,Terror,1976,Salamandra,Francés,203,,,,
42343,Libro 42343,Autor 595,Infantil,2013,Alfaguara,Italiano,380,,,,
42344,Libro 42344,Autor 2071,Infantil,2012,HarperCollins,Alemán,330,,,,
42345,Libro 42345,Autor 4777,Infantil,1992,Planeta,Español,222,,,,
42346,Libro 42346,Autor 3465,Fantasía,2019,HarperCollins,Inglés,238,,,,
42347,Libro 42347,Autor 4469,Ficción,1977,Salamandra,Italiano,453,,,,
42348,Libro 42348,Autor 2607,Fantasía,1978,Anagrama,Francés,279,,,,
42349,Libro 42349,Autor 2836,Romance,1967,HarperCollins,Francés,489,,,,
42350,Libro 42350,Autor 1823,Infantil,1995,Planeta,Italiano,439,,,,
42351,Libro 42351,Autor 2324,Infantil,2006,Penguin,Francés,520,,,,
42352,Libro 42352,Autor 4835,No ficción,1959,Planeta,Alemán,129,,,,
42353,Libro 42353,Autor 3490,Ficción,2001,HarperCollins,Alemán,581,,,,
42354,Libro 42354,Autor 3393,Historia,1976,Alfaguara,Inglés,909,,,,
42355,Libro 42355,Autor 52,Romance,1967,Anagrama,Español,858,,,,
42356,Libro 42356,Autor 796,Ficción,1990,Alfaguara,Inglés,210,,,,
42357,Libro 42357,Autor 4847,No ficción,2002,HarperCollins,Español,863,,,,
42358,Libro 42358,Autor 1809,Infantil,1962,Planeta,Alemán,178,,,,
42359,Libro 42359,Autor 3044,Fantasía,1972,Alfaguara,Francés,547,,,,
42360,Libro 42360,Autor 538,Misterio,2000,Penguin,Italiano,385,,,,
42361,Libro 42361,Autor 4086,Romance,1989,HarperCollins,Italiano,413,,,,
42362,Libro 42362,Autor 3464,Terror,1989,Anagrama,Alemán,229,,,,
42363,Libro 42363,Autor 1446,Romance,1999,Salamandra,Alemán,830,,,,
42364,Libro 42364,Autor 4078,Ficción,1978,HarperCollins,Español,516,,,,
42365,Libro 42365,Autor 1128,Historia,2023,HarperCollins,Alemán,871,,,,
42366,Libro 42366,Autor 3672,Fantasía,1971,Salamandra,Español,399,,,,
42367,Libro 42367,Autor 1333,Terror,2007,Penguin,Francés,383,,,,
42368,Libro 42368,Autor 4489,Misterio,1991,Planeta,Español,601,,,,
42369,Libro 42369,Autor 4600,Misterio,1972,HarperCollins,Inglés,439,,,,
42370,Libro 42370,Autor 835,Ciencia,2017,Alfaguara,Español,356,,,,
42371,Libro 42371,Autor 1219,No ficción,1951,Alfaguara,Francés,810,,,,
42372,Libro 42372,Autor 4419,No ficción,1989,Salamandra,Alemán,195,,,,
42373,Libro 42373,Autor 3901,Infantil,1975,Alfaguara,Español,626,,,,
42374,Libro 42374,Autor 1827,Fantasía,1971,Alfaguara,Español,405,,,,
42375,Libro 42375,Autor 2464,Ficción,1995,Planeta,Francés,716,,,,
42376,Libro 42376,Autor 2396,Fantasía,2021,Planeta,Francés,535,,,,
42377,Libro 42377,Autor 2545,Ficción,2024,Alfaguara,Italiano,857,,,,
42378,Libro 42378,Autor 2467,Terror,2009,Anagrama,Francés,714,,,,
42379,Libro 42379,Autor 3142,Romance,1964,Planeta,Italiano,881,,,,
42380,Libro 42380,Autor 4670,Historia,1996,HarperCollins,Alemán,511,,,,
42381,Libro 42381,Autor 4824,Ficción,2009,Planeta,Italiano,810,,,,
42382,Libro 42382,Autor 2443,Romance,2021,Salamandra,Español,870,,,,
42383,Libro 42383,Autor 2936,Fantasía,1966,Anagrama,Francés,121,,,,
42384,Libro 42384,Autor 1835,Ficción,1967,Planeta,Inglés,299,,,,
42385,Libro 42385,Autor 1477,No ficción,2015,Planeta,Español,832,,,,
42386,Libro 42386,Autor 4571,Fantasía,1986,HarperCollins,Italiano,806,,,,
42387,Libro 42387,Autor 2463,Terror,1973,Penguin,Francés,928,,,,
42388,Libro 42388,Autor 3086,Romance,1964,Salamandra,Italiano,969,,,,
42389,Libro 42389,Autor 3679,Romance,2000,Penguin,Inglés,208,,,,
42390,Libro 42390,Autor 1156,Terror,1973,Anagrama,Francés,383,,,,
42391,Libro 42391,Autor 854,No ficción,1972,Penguin,Español,428,,,,
42392,Libro 42392,Autor 4889,Infantil,1996,Anagrama,Español,477,,,,
42393,Libro 42393,Autor 3149,Fantasía,2011,Planeta,Español,955,,,,
42394,Libro 42394,Autor 1656,Ciencia,2012,Planeta,Alemán,748,,,,
42395,Libro 42395,Autor 1849,Romance,1961,HarperCollins,Alemán,603,,,,
42396,Libro 42396,Autor 3849,No ficción,1959,Anagrama,Italiano,661,,,,
42397,Libro 42397,Autor 2173,Historia,2023,Planeta,Italiano,904,,,,
42398,Libro 42398,Autor 1305,Fantasía,2004,Salamandra,Alemán,920,,,,
42399,Libro 42399,Autor 1821,Fantasía,1994,Penguin,Alemán,411,,,,
42400,Libro 42400,Autor 3400,Historia,1986,Anagrama,Alemán,895,,,,
42401,Libro 42401,Autor 1114,Ciencia,1958,Planeta,Inglés,285,,,,
42402,Libro 42402,Autor 4584,Ciencia,2005,Alfaguara,Español,218,,,,
42403,Libro 42403,Autor 4790,Fantasía,1998,Penguin,Francés,955,,,,
42404,Libro 42404,Autor 4647,Misterio,2015,Anagrama,Italiano,484,,,,
42405,Libro 42405,Autor 4573,Ficción,2007,Planeta,Alemán,254,,,,
42406,Libro 42406,Autor 2786,Historia,2002,Penguin,Inglés,512,,,,
42407,Libro 42407,Autor 2451,Misterio,1972,Penguin,Alemán,937,,,,
42408,Libro 42408,Autor 1284,No ficción,1961,Salamandra,Español,743,,,,
42409,Libro 42409,Autor 3112,Fantasía,1978,Penguin,Alemán,313,,,,
42410,Libro 42410,Autor 4670,Terror,1976,Alfaguara,Alemán,459,,,,
42411,Libro 42411,Autor 964,Ciencia,2019,Penguin,Inglés,110,,,,
42412,Libro 42412,Autor 2612,Ciencia,1969,Planeta,Alemán,705,,,,
42413,Libro 42413,Autor 3978,Terror,2003,Planeta,Español,534,,,,
42414,Libro 42414,Autor 1931,Ciencia,1997,Penguin,Francés,226,,,,
42415,Libro 42415,Autor 1858,Historia,2005,Alfaguara,Italiano,155,,,,
42416,Libro 42416,Autor 4589,Terror,1971,Planeta,Inglés,213,,,,
42417,Libro 42417,Autor 3001,Historia,1972,Planeta,Alemán,135,,,,
42418,Libro 42418,Autor 76,Fantasía,1983,Penguin,Alemán,708,,,,
42419,Libro 42419,Autor 3149,No ficción,1953,Anagrama,Francés,508,,,,
42420,Libro 42420,Autor 612,Romance,1965,Anagrama,Francés,921,,,,
42421,Libro 42421,Autor 4482,Terror,2017,HarperCollins,Alemán,153,,,,
42422,Libro 42422,Autor 4803,Historia,1977,Anagrama,Francés,529,,,,
42423,Libro 42423,Autor 2486,Ciencia,1971,Alfaguara,Alemán,721,,,,
42424,Libro 42424,Autor 4258,Historia,1957,Planeta,Alemán,387,,,,
42425,Libro 42425,Autor 1708,Infantil,2002,Alfaguara,Alemán,313,,,,
42426,Libro 42426,Autor 2258,Ficción,1958,HarperCollins,Italiano,267,,,,
42427,Libro 42427,Autor 739,No ficción,1991,Alfaguara,Alemán,264,,,,
42428,Libro 42428,Autor 3353,Fantasía,2003,HarperCollins,Francés,968,,,,
42429,Libro 42429,Autor 4726,Terror,2024,Alfaguara,Español,702,,,,
42430,Libro 42430,Autor 1144,Misterio,1974,HarperCollins,Inglés,381,,,,
42431,Libro 42431,Autor 2090,Ciencia,1959,Planeta,Inglés,986,,,,
42432,Libro 42432,Autor 781,Ciencia,2018,HarperCollins,Inglés,287,,,,
42433,Libro 42433,Autor 2960,Infantil,1961,Anagrama,Inglés,126,,,,
42434,Libro 42434,Autor 4491,Ciencia,1957,Penguin,Alemán,170,,,,
42435,Libro 42435,Autor 2629,Ciencia,2019,HarperCollins,Español,491,,,,
42436,Libro 42436,Autor 1175,Infantil,1950,HarperCollins,Italiano,251,,,,
42437,Libro 42437,Autor 2878,Terror,1974,HarperCollins,Alemán,221,,,,
42438,Libro 42438,Autor 1636,Terror,1994,Penguin,Español,345,,,,
42439,Libro 42439,Autor 3704,Ciencia,1996,Anagrama,Francés,369,,,,
42440,Libro 42440,Autor 3356,Romance,1960,Anagrama,Francés,320,,,,
42441,Libro 42441,Autor 2747,Ficción,2011,Penguin,Italiano,404,,,,
42442,Libro 42442,Autor 988,Romance,1985,Anagrama,Español,597,,,,
42443,Libro 42443,Autor 4845,No ficción,1989,Penguin,Español,411,,,,
42444,Libro 42444,Autor 938,Historia,2020,Salamandra,Francés,669,,,,
42445,Libro 42445,Autor 3279,Infantil,1954,HarperCollins,Español,560,,,,
42446,Libro 42446,Autor 1480,Misterio,2006,Planeta,Inglés,174,,,,
42447,Libro 42447,Autor 3664,Terror,1965,Alfaguara,Italiano,548,,,,
42448,Libro 42448,Autor 4434,Romance,1960,Salamandra,Español,879,,,,
42449,Libro 42449,Autor 4265,No ficción,2003,Alfaguara,Inglés,788,,,,
42450,Libro 42450,Autor 2645,Historia,1981,Salamandra,Italiano,407,,,,
42451,Libro 42451,Autor 3812,Ficción,1999,HarperCollins,Inglés,537,,,,
42452,Libro 42452,Autor 62,Infantil,2022,Penguin,Italiano,443,,,,
42453,Libro 42453,Autor 3978,Historia,2011,Planeta,Italiano,310,,,,
42454,Libro 42454,Autor 1466,Romance,1956,HarperCollins,Italiano,276,,,,
42455,Libro 42455,Autor 1965,No ficción,2009,HarperCollins,Inglés,790,,,,
42456,Libro 42456,Autor 787,Romance,1988,HarperCollins,Español,792,,,,
42457,Libro 42457,Autor 4000,No ficción,2000,Alfaguara,Inglés,805,,,,
42458,Libro 42458,Autor 2672,Romance,1956,HarperCollins,Inglés,805,,,,
42459,Libro 42459,Autor 2525,Ficción,1988,Salamandra,Alemán,914,,,,
42460,Libro 42460,Autor 2786,No ficción,1985,Alfaguara,Alemán,897,,,,
42461,Libro 42461,Autor 3302,Fantasía,1961,Anagrama,Español,944,,,,
42462,Libro 42462,Autor 3979,Ficción,2021,HarperCollins,Francés,146,,,,
42463,Libro 42463,Autor 1411,Fantasía,2002,Salamandra,Inglés,525,,,,
42464,Libro 42464,Autor 1149,Fantasía,2010,Planeta,Inglés,530,,,,
42465,Libro 42465,Autor 1802,Infantil,1972,Alfaguara,Alemán,234,,,,
42466,Libro 42466,Autor 1654,No ficción,1972,Penguin,Alemán,650,,,,
42467,Libro 42467,Autor 2315,No ficción,1978,Anagrama,Francés,654,,,,
42468,Libro 42468,Autor 3684,Misterio,1999,HarperCollins,Francés,588,,,,
42469,Libro 42469,Autor 3780,Ciencia,1973,Alfaguara,Alemán,158,,,,
42470,Libro 42470,Autor 2277,Romance,1971,Penguin,Francés,302,,,,
42471,Libro 42471,Autor 259,Ciencia,1961,Salamandra,Francés,854,,,,
42472,Libro 42472,Autor 2038,Historia,2014,HarperCollins,Inglés,454,,,,
42473,Libro 42473,Autor 510,Infantil,1979,Salamandra,Español,582,,,,
42474,Libro 42474,Autor 2438,Ficción,1985,Alfaguara,Francés,591,,,,
42475,Libro 42475,Autor 4714,Ficción,1991,HarperCollins,Italiano,707,,,,
42476,Libro 42476,Autor 970,Terror,1973,Alfaguara,Español,508,,,,
42477,Libro 42477,Autor 4987,Misterio,1988,Planeta,Alemán,143,,,,
42478,Libro 42478,Autor 1049,Fantasía,1987,Planeta,Alemán,293,,,,
42479,Libro 42479,Autor 2936,No ficción,1981,Salamandra,Español,478,,,,
42480,Libro 42480,Autor 659,No ficción,2007,Anagrama,Español,881,,,,
42481,Libro 42481,Autor 3817,Infantil,2003,Planeta,Inglés,996,,,,
42482,Libro 42482,Autor 3911,Misterio,1981,Planeta,Italiano,764,,,,
42483,Libro 42483,Autor 2716,Romance,1959,HarperCollins,Francés,815,,,,
42484,Libro 42484,Autor 2517,Ciencia,2006,Penguin,Español,811,,,,
42485,Libro 42485,Autor 3333,Ciencia,1979,Salamandra,Inglés,977,,,,
42486,Libro 42486,Autor 3052,Fantasía,2002,Alfaguara,Alemán,568,,,,
42487,Libro 42487,Autor 1447,Historia,1997,Alfaguara,Francés,475,,,,
42488,Libro 42488,Autor 3811,Romance,1992,Anagrama,Italiano,150,,,,
42489,Libro 42489,Autor 4270,Misterio,1950,Planeta,Italiano,462,,,,
42490,Libro 42490,Autor 3919,Romance,1988,Anagrama,Alemán,705,,,,
42491,Libro 42491,Autor 1844,Infantil,1961,HarperCollins,Inglés,407,,,,
42492,Libro 42492,Autor 1202,No ficción,1999,Anagrama,Inglés,567,,,,
42493,Libro 42493,Autor 2099,Terror,1958,Penguin,Alemán,485,,,,
42494,Libro 42494,Autor 1026,Misterio,1998,Planeta,Italiano,951,,,,
42495,Libro 42495,Autor 3626,Misterio,1953,Alfaguara,Francés,932,,,,
42496,Libro 42496,Autor 3616,No ficción,1973,Alfaguara,Italiano,491,,,,
42497,Libro 42497,Autor 3335,Terror,2017,Alfaguara,Alemán,370,,,,
42498,Libro 42498,Autor 4813,Ficción,2009,Anagrama,Francés,421,,,,
42499,Libro 42499,Autor 4709,Misterio,1977,Alfaguara,Francés,748,,,,
42500,Libro 42500,Autor 3667,Romance,2001,Salamandra,Francés,927,,,,
42501,Libro 42501,Autor 74,No ficción,1969,Planeta,Francés,480,,,,
42502,Libro 42502,Autor 4265,Ciencia,2012,HarperCollins,Inglés,525,,,,
42503,Libro 42503,Autor 4881,Infantil,1979,Anagrama,Español,706,,,,
42504,Libro 42504,Autor 2065,Ficción,2016,Anagrama,Español,927,,,,
42505,Libro 42505,Autor 1712,Fantasía,1968,Planeta,Alemán,349,,,,
42506,Libro 42506,Autor 995,Misterio,1970,Penguin,Alemán,251,,,,
42507,Libro 42507,Autor 259,Infantil,1989,Salamandra,Francés,626,,,,
42508,Libro 42508,Autor 2086,Infantil,1970,Penguin,Italiano,355,,,,
42509,Libro 42509,Autor 2929,Ciencia,2004,HarperCollins,Alemán,857,,,,
42510,Libro 42510,Autor 3503,Infantil,1982,Planeta,Español,271,,,,
42511,Libro 42511,Autor 481,Ficción,1987,HarperCollins,Italiano,599,,,,
42512,Libro 42512,Autor 1847,Historia,1958,Penguin,Alemán,321,,,,
42513,Libro 42513,Autor 1314,Infantil,1999,Alfaguara,Inglés,850,,,,
42514,Libro 42514,Autor 4935,Infantil,1981,Anagrama,Alemán,603,,,,
42515,Libro 42515,Autor 4088,Historia,1990,Alfaguara,Inglés,418,,,,
42516,Libro 42516,Autor 2594,Ficción,1972,Penguin,Italiano,801,,,,
42517,Libro 42517,Autor 3757,Romance,1991,HarperCollins,Alemán,139,,,,
42518,Libro 42518,Autor 891,Historia,1965,Penguin,Español,898,,,,
42519,Libro 42519,Autor 3582,No ficción,1970,Alfaguara,Francés,821,,,,
42520,Libro 42520,Autor 3885,Historia,2012,Salamandra,Inglés,508,,,,
42521,Libro 42521,Autor 1972,Romance,2019,Planeta,Español,321,,,,
42522,Libro 42522,Autor 105,Romance,1963,Planeta,Italiano,950,,,,
42523,Libro 42523,Autor 3359,Fantasía,1996,Salamandra,Inglés,260,,,,
42524,Libro 42524,Autor 1903,No ficción,1991,HarperCollins,Español,192,,,,
42525,Libro 42525,Autor 4195,Infantil,1977,HarperCollins,Alemán,288,,,,
42526,Libro 42526,Autor 1548,Ciencia,2018,Salamandra,Español,492,,,,
42527,Libro 42527,Autor 4614,Misterio,1975,Anagrama,Español,227,,,,
42528,Libro 42528,Autor 2005,Terror,2001,Alfaguara,Inglés,540,,,,
42529,Libro 42529,Autor 3492,Fantasía,2005,HarperCollins,Español,252,,,,
42530,Libro 42530,Autor 2564,Terror,1957,HarperCollins,Español,113,,,,
42531,Libro 42531,Autor 3718,Historia,2024,Alfaguara,Inglés,282,,,,
42532,Libro 42532,Autor 592,Terror,1952,Anagrama,Español,532,,,,
42533,Libro 42533,Autor 1662,Ficción,2015,Anagrama,Español,501,,,,
42534,Libro 42534,Autor 774,Historia,1950,Penguin,Español,464,,,,
42535,Libro 42535,Autor 3359,Ficción,1950,Alfaguara,Italiano,655,,,,
42536,Libro 42536,Autor 2980,Terror,1991,Planeta,Inglés,248,,,,
42537,Libro 42537,Autor 2482,Romance,1999,Planeta,Español,788,,,,
42538,Libro 42538,Autor 3720,Romance,2000,Planeta,Francés,966,,,,
42539,Libro 42539,Autor 2325,Infantil,1997,Alfaguara,Italiano,362,,,,
